"Scientific_Name","sig","Bioregion","conditions","speciesID","currentScientificName","combo"
"Caladenia carnea","A","NSS",NA,"4373","Caladenia carnea","4373_NSS"
"Caladenia carnea","A","SEH",NA,"4373","Caladenia carnea","4373_SEH"
"Caladenia cucullata","A","SEH",NA,"4376","Caladenia cucullata","4376_SEH"
"Caladenia dimorpha","A","SEH",NA,"4379","Caladenia dimorpha","4379_SEH"
"Calochilus robertsonii","A","BBS",NA,"4395","Calochilus robertsonii","4395_BBS"
"Calochilus robertsonii","A","MON",NA,"4395","Calochilus robertsonii","4395_MON"
"Calochilus robertsonii","A","NSS",NA,"4395","Calochilus robertsonii","4395_NSS"
"Calochilus robertsonii","A","SEH",NA,"4395","Calochilus robertsonii","4395_SEH"
"Chiloglottis trapeziformis","A","NSS",NA,"4403","Chiloglottis trapeziformis","4403_NSS"
"Dipodium hamiltonianum","A","BBS",NA,"4437","Dipodium hamiltonianum","4437_BBS"
"Diuris abbreviata","A","BBS",NA,"4438","Diuris abbreviata","4438_BBS"
"Diuris aequalis","A","SEH",NA,"4439","Diuris aequalis","4439_SEH"
"Diuris goonooensis","A","BBS",NA,"4445","Diuris goonooensis","4445_BBS"
"Diuris punctata","A","MON",NA,"4453","Diuris punctata","4453_MON"
"Diuris punctata","A","NSS",NA,"4453","Diuris punctata","4453_NSS"
"Diuris punctata","A","SEH",NA,"4453","Diuris punctata","4453_SEH"
"Diuris sulphurea","A","BBS",NA,"4456","Diuris sulphurea","4456_BBS"
"Diuris sulphurea","A","MON",NA,"4456","Diuris sulphurea","4456_MON"
"Diuris sulphurea","A","NSS",NA,"4456","Diuris sulphurea","4456_NSS"
"Diuris sulphurea","A","SEH",NA,"4456","Diuris sulphurea","4456_SEH"
"Diuris tricolor","A","BBS",NA,"4457","Diuris tricolor","4457_BBS"
"Eriochilus cucullatus","A","BBS",NA,"4460","Eriochilus cucullatus","4460_BBS"
"Eriochilus cucullatus","A","MON",NA,"4460","Eriochilus cucullatus","4460_MON"
"Eriochilus cucullatus","A","NSS",NA,"4460","Eriochilus cucullatus","4460_NSS"
"Eriochilus cucullatus","A","SEH",NA,"4460","Eriochilus cucullatus","4460_SEH"
"Gastrodia sesamoides","A","NSS",NA,"4463","Gastrodia sesamoides","4463_NSS"
"Gastrodia sesamoides","A","SEH",NA,"4463","Gastrodia sesamoides","4463_SEH"
"Glossodia major","A","SEH",NA,"4465","Glossodia major","4465_SEH"
"Microtis unifolia","A","BBS",NA,"4473","Microtis unifolia","4473_BBS"
"Microtis unifolia","A","MON",NA,"4473","Microtis unifolia","4473_MON"
"Microtis unifolia","A","NSS",NA,"4473","Microtis unifolia","4473_NSS"
"Microtis unifolia","A","RIV",NA,"4473","Microtis unifolia","4473_RIV"
"Microtis unifolia","A","SEH",NA,"4473","Microtis unifolia","4473_SEH"
"Caleana minor","A","NSS",NA,"4478","Paracaleana minor","4478_NSS"
"Prasophyllum brevilabre","A","NSS",NA,"4494","Prasophyllum brevilabre","4494_NSS"
"Prasophyllum odoratum","A","RIV",NA,"4516","Prasophyllum odoratum","4516_RIV"
"Pterostylis concinna","A","NSS",NA,"4544","Pterostylis concinna","4544_NSS"
"Pterostylis falcata","A","NSS",NA,"4551","Pterostylis furcata","4551_NSS"
"Pterostylis mutica","A","BBS",NA,"4560","Pterostylis mutica","4560_BBS"
"Pterostylis mutica","A","MON",NA,"4560","Pterostylis mutica","4560_MON"
"Pterostylis mutica","A","NSS",NA,"4560","Pterostylis mutica","4560_NSS"
"Pterostylis mutica","A","SEH",NA,"4560","Pterostylis mutica","4560_SEH"
"Pterostylis nutans","A","NSS",NA,"4562","Pterostylis nutans","4562_NSS"
"Pterostylis nutans","A","SEH",NA,"4562","Pterostylis nutans","4562_SEH"
"Pterostylis parviflora","A","NSS",NA,"4566","Pterostylis parviflora","4566_NSS"
"Pterostylis pedunculata","A","NSS",NA,"4568","Pterostylis pedunculata","4568_NSS"
"Pterostylis reflexa","A","NSS",NA,"4571","Pterostylis reflexa","4571_NSS"
"Pterostylis revoluta","A","NSS",NA,"4572","Pterostylis revoluta","4572_NSS"
"Pterostylis rufa","A","BBS",NA,"4573","Pterostylis rufa","4573_BBS"
"Thelymitra carnea","A","BBS",NA,"4592","Thelymitra carnea","4592_BBS"
"Thelymitra carnea","A","NSS",NA,"4592","Thelymitra carnea","4592_NSS"
"Thelymitra pauciflora","A","BBS",NA,"4602","Thelymitra pauciflora","4602_BBS"
"Thelymitra pauciflora","A","MON",NA,"4602","Thelymitra pauciflora","4602_MON"
"Thelymitra pauciflora","A","NSS",NA,"4602","Thelymitra pauciflora","4602_NSS"
"Thelymitra pauciflora","A","SEH",NA,"4602","Thelymitra pauciflora","4602_SEH"
"Orobanche minor","Z","MON",NA,"4607","Orobanche minor","4607_MON"
"Orobanche minor","Z","NSS",NA,"4607","Orobanche minor","4607_NSS"
"Orobanche minor","Z","RIV",NA,"4607","Orobanche minor","4607_RIV"
"Orobanche minor","Z","SEH",NA,"4607","Orobanche minor","4607_SEH"
"Oxalis articulata","Z","BBS",NA,"4608","Oxalis articulata","4608_BBS"
"Oxalis articulata","Y","MON",NA,"4608","Oxalis articulata","4608_MON"
"Oxalis articulata","Y","NSS",NA,"4608","Oxalis articulata","4608_NSS"
"Oxalis articulata","Y","RIV",NA,"4608","Oxalis articulata","4608_RIV"
"Oxalis articulata","Y","SEH",NA,"4608","Oxalis articulata","4608_SEH"
"Oxalis chnoodes","C","BBS",NA,"4612","Oxalis chnoodes","4612_BBS"
"Oxalis chnoodes","C","NSS",NA,"4612","Oxalis chnoodes","4612_NSS"
"Oxalis corniculata","C","BBS",NA,"4613","Oxalis corniculata","4613_BBS"
"Oxalis corniculata","Y","MON",NA,"4613","Oxalis corniculata","4613_MON"
"Oxalis corniculata","Y","NSS",NA,"4613","Oxalis corniculata","4613_NSS"
"Oxalis corniculata","Y","RIV",NA,"4613","Oxalis corniculata","4613_RIV"
"Oxalis corniculata","Y","SEH",NA,"4613","Oxalis corniculata","4613_SEH"
"Oxalis exilis","C","BBS",NA,"4615","Oxalis exilis","4615_BBS"
"Oxalis exilis","C","MON",NA,"4615","Oxalis exilis","4615_MON"
"Oxalis exilis","C","NSS",NA,"4615","Oxalis exilis","4615_NSS"
"Oxalis exilis","C","RIV",NA,"4615","Oxalis exilis","4615_RIV"
"Oxalis perennans","C","BBS",NA,"4621","Oxalis perennans","4621_BBS"
"Oxalis perennans","C","MON",NA,"4621","Oxalis perennans","4621_MON"
"Oxalis perennans","C","NSS",NA,"4621","Oxalis perennans","4621_NSS"
"Oxalis perennans","C","RIV",NA,"4621","Oxalis perennans","4621_RIV"
"Oxalis perennans","C","SEH",NA,"4621","Oxalis perennans","4621_SEH"
"Oxalis pes-caprae","Y","RIV",NA,"4622","Oxalis pes-caprae","4622_RIV"
"Oxalis radicosa","C","BBS",NA,"4624","Oxalis radicosa","4624_BBS"
"Oxalis radicosa","C","MON",NA,"4624","Oxalis radicosa","4624_MON"
"Oxalis radicosa","C","NSS",NA,"4624","Oxalis radicosa","4624_NSS"
"Oxalis radicosa","C","SEH",NA,"4624","Oxalis radicosa","4624_SEH"
"Eschscholzia californica","Z","NSS",NA,"4632","Eschscholzia californica","4632_NSS"
"Eschscholzia californica","Z","SEH",NA,"4632","Eschscholzia californica","4632_SEH"
"Papaver aculeatum","Z","NSS",NA,"4635","Papaver aculeatum","4635_NSS"
"Papaver somniferum","Z","MON",NA,"4640","Papaver somniferum","4640_MON"
"Papaver somniferum","Z","NSS",NA,"4640","Papaver somniferum","4640_NSS"
"Papaver somniferum","Z","RIV",NA,"4640","Papaver somniferum","4640_RIV"
"Papaver somniferum","Z","SEH",NA,"4640","Papaver somniferum","4640_SEH"
"Proboscidea louisianica","Y","NSS",NA,"4654","Proboscidea louisianica","4654_NSS"
"Proboscidea louisianica","Z","RIV",NA,"4654","Proboscidea louisianica","4654_RIV"
"Phytolacca octandra","Y","BBS",NA,"4658","Phytolacca octandra","4658_BBS"
"Phytolacca octandra","Y","NSS",NA,"4658","Phytolacca octandra","4658_NSS"
"Pinus radiata","Y","MON",NA,"4661","Pinus radiata","4661_MON"
"Pinus radiata","Y","NSS",NA,"4661","Pinus radiata","4661_NSS"
"Pinus radiata","Y","SEH",NA,"4661","Pinus radiata","4661_SEH"
"Billardiera scandens","B","BBS",NA,"4671","Billardiera scandens","4671_BBS"
"Billardiera scandens","A","MON",NA,"4671","Billardiera scandens","4671_MON"
"Billardiera scandens","B","NSS",NA,"4671","Billardiera scandens","4671_NSS"
"Billardiera scandens","A","SEH",NA,"4671","Billardiera scandens","4671_SEH"
"Bursaria longisepala","B","NSS",NA,"4673","Bursaria longisepala","4673_NSS"
"Bursaria spinosa","C","BBS",NA,"4674","Bursaria spinosa","4674_BBS"
"Bursaria spinosa","C","MON",NA,"4674","Bursaria spinosa","4674_MON"
"Bursaria spinosa","B","NSS",NA,"4674","Bursaria spinosa","4674_NSS"
"Bursaria spinosa","B","RIV",NA,"4674","Bursaria spinosa","4674_RIV"
"Bursaria spinosa","B","SEH",NA,"4674","Bursaria spinosa","4674_SEH"
"Pittosporum undulatum","C","BBS",NA,"4685","Pittosporum undulatum","4685_BBS"
"Plantago antarctica","A","MON",NA,"4687","Plantago antarctica","4687_MON"
"Plantago antarctica","A","SEH",NA,"4687","Plantago antarctica","4687_SEH"
"Plantago coronopus","Z","MON",NA,"4689","Plantago coronopus","4689_MON"
"Plantago coronopus","Z","RIV",NA,"4689","Plantago coronopus","4689_RIV"
"Plantago cunninghamii","C","BBS",NA,"4690","Plantago cunninghamii","4690_BBS"
"Plantago cunninghamii","C","RIV",NA,"4690","Plantago cunninghamii","4690_RIV"
"Plantago debilis","C","BBS",NA,"4691","Plantago debilis","4691_BBS"
"Plantago debilis","A","MON",NA,"4691","Plantago debilis","4691_MON"
"Plantago debilis","B","NSS",NA,"4691","Plantago debilis","4691_NSS"
"Plantago debilis","B","RIV",NA,"4691","Plantago debilis","4691_RIV"
"Plantago drummondii","B","RIV",NA,"4692","Plantago drummondii","4692_RIV"
"Plantago euryphylla","A","SEH",NA,"4693","Plantago euryphylla","4693_SEH"
"Plantago gaudichaudii","A","BBS",NA,"4694","Plantago gaudichaudii","4694_BBS"
"Plantago gaudichaudii","A","MON",NA,"4694","Plantago gaudichaudii","4694_MON"
"Plantago gaudichaudii","B","NSS",NA,"4694","Plantago gaudichaudii","4694_NSS"
"Plantago gaudichaudii","A","RIV",NA,"4694","Plantago gaudichaudii","4694_RIV"
"Plantago gaudichaudii","A","SEH",NA,"4694","Plantago gaudichaudii","4694_SEH"
"Plantago hispida","C","BBS",NA,"4697","Plantago hispida","4697_BBS"
"Plantago hispida","A","MON",NA,"4697","Plantago hispida","4697_MON"
"Plantago hispida","B","NSS",NA,"4697","Plantago hispida","4697_NSS"
"Plantago hispida","A","RIV",NA,"4697","Plantago hispida","4697_RIV"
"Plantago lanceolata","Y","BBS",NA,"4699","Plantago lanceolata","4699_BBS"
"Plantago lanceolata","Y","MON",NA,"4699","Plantago lanceolata","4699_MON"
"Plantago lanceolata","Y","NSS",NA,"4699","Plantago lanceolata","4699_NSS"
"Plantago lanceolata","Y","RIV",NA,"4699","Plantago lanceolata","4699_RIV"
"Plantago lanceolata","Y","SEH",NA,"4699","Plantago lanceolata","4699_SEH"
"Plantago turrifera","A","BBS",NA,"4704","Plantago turrifera","4704_BBS"
"Plantago turrifera","B","NSS",NA,"4704","Plantago turrifera","4704_NSS"
"Plantago turrifera","C","RIV",NA,"4704","Plantago turrifera","4704_RIV"
"Plantago varia","A","BBS",NA,"4705","Plantago varia","4705_BBS"
"Plantago varia","B","MON",NA,"4705","Plantago varia","4705_MON"
"Plantago varia","A","NSS",NA,"4705","Plantago varia","4705_NSS"
"Plantago varia","A","SEH",NA,"4705","Plantago varia","4705_SEH"
"Limonium sinuatum","Y","RIV",NA,"4708","Limonium sinuatum","4708_RIV"
"Agrostis capillaris","Y","MON",NA,"4721","Agrostis capillaris","4721_MON"
"Agrostis capillaris","Y","NSS",NA,"4721","Agrostis capillaris","4721_NSS"
"Agrostis venusta","C","MON",NA,"4729","Agrostis venusta","4729_MON"
"Agrostis venusta","C","NSS",NA,"4729","Agrostis venusta","4729_NSS"
"Aira caryophyllea","Z","BBS",NA,"4730","Aira caryophyllea","4730_BBS"
"Aira caryophyllea","Z","MON",NA,"4730","Aira caryophyllea","4730_MON"
"Aira caryophyllea","Z","NSS",NA,"4730","Aira caryophyllea","4730_NSS"
"Aira caryophyllea","Z","RIV",NA,"4730","Aira caryophyllea","4730_RIV"
"Aira caryophyllea","Z","SEH",NA,"4730","Aira caryophyllea","4730_SEH"
"Aira cupaniana","Z","BBS",NA,"4731","Aira cupaniana","4731_BBS"
"Aira cupaniana","Z","MON",NA,"4731","Aira cupaniana","4731_MON"
"Aira cupaniana","Z","NSS",NA,"4731","Aira cupaniana","4731_NSS"
"Aira cupaniana","Z","RIV",NA,"4731","Aira cupaniana","4731_RIV"
"Aira cupaniana","Z","SEH",NA,"4731","Aira cupaniana","4731_SEH"
"Alopecurus geniculatus","Z","BBS",NA,"4735","Alopecurus geniculatus","4735_BBS"
"Alopecurus geniculatus","Y","RIV",NA,"4735","Alopecurus geniculatus","4735_RIV"
"Amphibromus fluitans","A","RIV",NA,"4739","Amphibromus fluitans","4739_RIV"
"Amphibromus macrorhinus","C","RIV",NA,"4740","Amphibromus macrorhinus","4740_RIV"
"Amphibromus pithogastrus","C","MON",NA,"4742","Amphibromus pithogastrus","4742_MON"
"Amphibromus pithogastrus","C","NSS",NA,"4742","Amphibromus pithogastrus","4742_NSS"
"Amphibromus pithogastrus","C","SEH",NA,"4742","Amphibromus pithogastrus","4742_SEH"
"Andropogon virginicus","X","BBS",NA,"4748","Andropogon virginicus","4748_BBS"
"Anthoxanthum odoratum","Y","MON",NA,"4750","Anthoxanthum odoratum","4750_MON"
"Anthoxanthum odoratum","Y","NSS",NA,"4750","Anthoxanthum odoratum","4750_NSS"
"Anthoxanthum odoratum","Y","SEH",NA,"4750","Anthoxanthum odoratum","4750_SEH"
"Aristida behriana","C","BBS",NA,"4754","Aristida behriana","4754_BBS"
"Aristida behriana","A","MON",NA,"4754","Aristida behriana","4754_MON"
"Aristida behriana","C","NSS",NA,"4754","Aristida behriana","4754_NSS"
"Aristida behriana","C","RIV",NA,"4754","Aristida behriana","4754_RIV"
"Aristida behriana","A","SEH",NA,"4754","Aristida behriana","4754_SEH"
"Aristida benthamii","C","BBS",NA,"4755","Aristida benthamii","4755_BBS"
"Aristida benthamii","C","NSS",NA,"4755","Aristida benthamii","4755_NSS"
"Aristida calycina","C","BBS",NA,"4756","Aristida calycina","4756_BBS"
"Aristida calycina","C","MON",NA,"4756","Aristida calycina","4756_MON"
"Aristida calycina","C","NSS",NA,"4756","Aristida calycina","4756_NSS"
"Aristida calycina","C","RIV",NA,"4756","Aristida calycina","4756_RIV"
"Aristida calycina","C","SEH",NA,"4756","Aristida calycina","4756_SEH"
"Aristida caput-medusae","C","BBS",NA,"4757","Aristida caput-medusae","4757_BBS"
"Aristida caput-medusae","C","NSS",NA,"4757","Aristida caput-medusae","4757_NSS"
"Aristida echinata","C","BBS",NA,"4758","Aristida echinata","4758_BBS"
"Aristida echinata","C","RIV",NA,"4758","Aristida echinata","4758_RIV"
"Aristida jerichoensis","C","BBS",NA,"4760","Aristida jerichoensis","4760_BBS"
"Aristida jerichoensis","C","NSS",NA,"4760","Aristida jerichoensis","4760_NSS"
"Aristida jerichoensis","C","RIV",NA,"4760","Aristida jerichoensis","4760_RIV"
"Aristida leichhardtiana","C","NSS",NA,"4761","Aristida leichhardtiana","4761_NSS"
"Aristida leptopoda","A","BBS",NA,"4762","Aristida leptopoda","4762_BBS"
"Aristida personata","C","BBS",NA,"4767","Aristida personata","4767_BBS"
"Aristida personata","C","NSS",NA,"4767","Aristida personata","4767_NSS"
"Aristida personata","C","RIV",NA,"4767","Aristida personata","4767_RIV"
"Aristida platychaeta","C","BBS",NA,"4768","Aristida platychaeta","4768_BBS"
"Aristida psammophila","C","BBS",NA,"4769","Aristida psammophila","4769_BBS"
"Aristida ramosa","C","BBS",NA,"4770","Aristida ramosa","4770_BBS"
"Aristida ramosa","C","MON",NA,"4770","Aristida ramosa","4770_MON"
"Aristida ramosa","C","NSS",NA,"4770","Aristida ramosa","4770_NSS"
"Aristida ramosa","C","RIV",NA,"4770","Aristida ramosa","4770_RIV"
"Aristida ramosa","C","SEH",NA,"4770","Aristida ramosa","4770_SEH"
"Aristida vagans","C","BBS",NA,"4773","Aristida vagans","4773_BBS"
"Aristida vagans","C","NSS",NA,"4773","Aristida vagans","4773_NSS"
"Aristida warburgii","C","BBS",NA,"4774","Aristida warburgii","4774_BBS"
"Aristida warburgii","C","NSS",NA,"4774","Aristida warburgii","4774_NSS"
"Arrhenatherum elatius","Y","NSS",NA,"4775","Arrhenatherum elatius","4775_NSS"
"Arundo donax","X","BBS",NA,"4777","Arundo donax","4777_BBS"
"Astrebla lappacea","A","BBS","cover of 25% or greater; C/A score of 5 or higher","4778","Astrebla lappacea","4778_BBS"
"Astrebla lappacea","B","BBS","cover of less than 25%; C/A score of 4 or lower","4778","Astrebla lappacea","4778_BBS"
"Avena barbata","Z","MON",NA,"4779","Avena barbata","4779_MON"
"Avena barbata","Z","NSS",NA,"4779","Avena barbata","4779_NSS"
"Avena barbata","Z","RIV",NA,"4779","Avena barbata","4779_RIV"
"Avena fatua","Z","BBS",NA,"4780","Avena fatua","4780_BBS"
"Avena fatua","Z","MON",NA,"4780","Avena fatua","4780_MON"
"Avena fatua","Z","NSS",NA,"4780","Avena fatua","4780_NSS"
"Avena fatua","Z","RIV",NA,"4780","Avena fatua","4780_RIV"
"Avena fatua","Z","SEH",NA,"4780","Avena fatua","4780_SEH"
"Avena ludoviciana","Z","NSS",NA,"4781","Avena ludoviciana","4781_NSS"
"Avena sativa","Z","BBS",NA,"4782","Avena sativa","4782_BBS"
"Avena sativa","Z","RIV",NA,"4782","Avena sativa","4782_RIV"
"Avena sterilis","Z","NSS",NA,"4783","Avena sterilis","4783_NSS"
"Bothriochloa biloba","B","BBS",NA,"4787","Bothriochloa biloba","4787_BBS"
"Bothriochloa biloba","B","NSS",NA,"4787","Bothriochloa biloba","4787_NSS"
"Bothriochloa erianthoides","C","BBS",NA,"4789","Bothriochloa erianthoides","4789_BBS"
"Bothriochloa macra","C","BBS",NA,"4790","Bothriochloa macra","4790_BBS"
"Bothriochloa macra","C","MON",NA,"4790","Bothriochloa macra","4790_MON"
"Bothriochloa macra","B","NSS",NA,"4790","Bothriochloa macra","4790_NSS"
"Bothriochloa macra","C","RIV",NA,"4790","Bothriochloa macra","4790_RIV"
"Bothriochloa macra","C","SEH",NA,"4790","Bothriochloa macra","4790_SEH"
"Brachypodium distachyon","Z","BBS",NA,"4799","Brachypodium distachyon","4799_BBS"
"Brachypodium distachyon","Z","NSS",NA,"4799","Brachypodium distachyon","4799_NSS"
"Briza maxima","Z","BBS",NA,"4800","Briza maxima","4800_BBS"
"Briza maxima","Z","MON",NA,"4800","Briza maxima","4800_MON"
"Briza maxima","Z","NSS",NA,"4800","Briza maxima","4800_NSS"
"Briza maxima","Z","RIV",NA,"4800","Briza maxima","4800_RIV"
"Briza maxima","Z","SEH",NA,"4800","Briza maxima","4800_SEH"
"Briza minor","Z","BBS",NA,"4801","Briza minor","4801_BBS"
"Briza minor","Z","MON",NA,"4801","Briza minor","4801_MON"
"Briza minor","Z","NSS",NA,"4801","Briza minor","4801_NSS"
"Briza minor","Z","RIV",NA,"4801","Briza minor","4801_RIV"
"Briza minor","Z","SEH",NA,"4801","Briza minor","4801_SEH"
"Bromus arenarius","Z","BBS",NA,"4804","Bromus arenarius","4804_BBS"
"Bromus arenarius","Z","NSS",NA,"4804","Bromus arenarius","4804_NSS"
"Bromus arenarius","Z","RIV",NA,"4804","Bromus arenarius","4804_RIV"
"Bromus diandrus","Z","BBS",NA,"4806","Bromus diandrus","4806_BBS"
"Bromus diandrus","Y","MON",NA,"4806","Bromus diandrus","4806_MON"
"Bromus diandrus","Y","NSS",NA,"4806","Bromus diandrus","4806_NSS"
"Bromus diandrus","Z","RIV",NA,"4806","Bromus diandrus","4806_RIV"
"Bromus diandrus","Z","SEH",NA,"4806","Bromus diandrus","4806_SEH"
"Bromus hordeaceus","Z","BBS",NA,"4807","Bromus hordeaceus","4807_BBS"
"Bromus hordeaceus","Z","MON",NA,"4807","Bromus hordeaceus","4807_MON"
"Bromus hordeaceus","Z","NSS",NA,"4807","Bromus hordeaceus","4807_NSS"
"Bromus hordeaceus","Z","RIV",NA,"4807","Bromus hordeaceus","4807_RIV"
"Bromus hordeaceus","Z","SEH",NA,"4807","Bromus hordeaceus","4807_SEH"
"Bromus madritensis","Z","RIV",NA,"4810","Bromus madritensis","4810_RIV"
"Bromus molliformis","Z","BBS",NA,"4811","Bromus molliformis","4811_BBS"
"Bromus molliformis","Z","MON",NA,"4811","Bromus molliformis","4811_MON"
"Bromus molliformis","Z","NSS",NA,"4811","Bromus molliformis","4811_NSS"
"Bromus molliformis","Z","RIV",NA,"4811","Bromus molliformis","4811_RIV"
"Bromus molliformis","Z","SEH",NA,"4811","Bromus molliformis","4811_SEH"
"Bromus racemosus","Z","MON",NA,"4812","Bromus racemosus","4812_MON"
"Bromus rubens","Z","MON",NA,"4813","Bromus rubens","4813_MON"
"Bromus rubens","Z","NSS",NA,"4813","Bromus rubens","4813_NSS"
"Bromus rubens","Z","RIV",NA,"4813","Bromus rubens","4813_RIV"
"Bromus sterilis","Z","NSS",NA,"4817","Bromus sterilis","4817_NSS"
"Bromus sterilis","Z","RIV",NA,"4817","Bromus sterilis","4817_RIV"
"Bromus tectorum","Z","NSS",NA,"4818","Bromus tectorum","4818_NSS"
"Capillipedium parviflorum","A","NSS",NA,"4820","Capillipedium parviflorum","4820_NSS"
"Desmazeria rigida","Z","BBS",NA,"4822","Catapodium rigidum","4822_BBS"
"Cenchrus caliculatus","C","NSS",NA,"4823","Cenchrus caliculatus","4823_NSS"
"Cenchrus incertus","X","BBS",NA,"4824","Cenchrus incertus","4824_BBS"
"Cenchrus incertus","Z","RIV",NA,"4824","Cenchrus incertus","4824_RIV"
"Cenchrus longispinus","C","NSS",NA,"4825","Cenchrus longispinus","4825_NSS"
"Chloris gayana","X","BBS",NA,"4831","Chloris gayana","4831_BBS"
"Chloris pectinata","C","RIV",NA,"4832","Chloris pectinata","4832_RIV"
"Chloris truncata","C","BBS",NA,"4833","Chloris truncata","4833_BBS"
"Chloris truncata","C","MON",NA,"4833","Chloris truncata","4833_MON"
"Chloris truncata","C","NSS",NA,"4833","Chloris truncata","4833_NSS"
"Chloris truncata","C","RIV",NA,"4833","Chloris truncata","4833_RIV"
"Chloris truncata","C","SEH",NA,"4833","Chloris truncata","4833_SEH"
"Chloris ventricosa","B","BBS",NA,"4834","Chloris ventricosa","4834_BBS"
"Chloris ventricosa","C","NSS",NA,"4834","Chloris ventricosa","4834_NSS"
"Chrysopogon fallax","C","BBS",NA,"4835","Chrysopogon fallax","4835_BBS"
"Cymbopogon obtectus","A","BBS",NA,"4840","Cymbopogon obtectus","4840_BBS"
"Cymbopogon obtectus","A","NSS",NA,"4840","Cymbopogon obtectus","4840_NSS"
"Cymbopogon refractus","A","BBS","cover of 25% or greater; C/A score of 5 or higher","4841","Cymbopogon refractus","4841_BBS"
"Cymbopogon refractus","B","BBS","cover of less than 25%; C/A score of 4 or lower","4841","Cymbopogon refractus","4841_BBS"
"Cymbopogon refractus","A","MON",NA,"4841","Cymbopogon refractus","4841_MON"
"Cymbopogon refractus","A","NSS",NA,"4841","Cymbopogon refractus","4841_NSS"
"Cymbopogon refractus","A","RIV",NA,"4841","Cymbopogon refractus","4841_RIV"
"Cymbopogon refractus","A","SEH",NA,"4841","Cymbopogon refractus","4841_SEH"
"Cynosurus cristatus","Z","MON",NA,"4844","Cynosurus cristatus","4844_MON"
"Cynosurus echinatus","Z","MON",NA,"4845","Cynosurus echinatus","4845_MON"
"Cynosurus echinatus","Z","NSS",NA,"4845","Cynosurus echinatus","4845_NSS"
"Cynosurus echinatus","Z","RIV",NA,"4845","Cynosurus echinatus","4845_RIV"
"Cynosurus echinatus","Z","SEH",NA,"4845","Cynosurus echinatus","4845_SEH"
"Dactylis glomerata","Y","BBS",NA,"4846","Dactylis glomerata","4846_BBS"
"Dactylis glomerata","Y","MON",NA,"4846","Dactylis glomerata","4846_MON"
"Dactylis glomerata","Y","NSS",NA,"4846","Dactylis glomerata","4846_NSS"
"Dactylis glomerata","Y","RIV",NA,"4846","Dactylis glomerata","4846_RIV"
"Dactylis glomerata","Y","SEH",NA,"4846","Dactylis glomerata","4846_SEH"
"Deyeuxia crassiuscula","A","MON",NA,"4880","Deyeuxia crassiuscula","4880_MON"
"Deyeuxia gunniana","B","BBS",NA,"4883","Deyeuxia gunniana","4883_BBS"
"Deyeuxia monticola","A","MON",NA,"4888","Deyeuxia monticola","4888_MON"
"Deyeuxia quadriseta","A","MON",NA,"4891","Deyeuxia quadriseta","4891_MON"
"Deyeuxia quadriseta","B","NSS",NA,"4891","Deyeuxia quadriseta","4891_NSS"
"Deyeuxia quadriseta","B","RIV",NA,"4891","Deyeuxia quadriseta","4891_RIV"
"Deyeuxia quadriseta","A","SEH",NA,"4891","Deyeuxia quadriseta","4891_SEH"
"Dichanthium setosum","A","BBS",NA,"4895","Dichanthium setosum","4895_BBS"
"Dichanthium setosum","A","RIV",NA,"4895","Dichanthium setosum","4895_RIV"
"Dichelachne crinita","C","BBS",NA,"4897","Dichelachne crinita","4897_BBS"
"Dichelachne crinita","C","MON",NA,"4897","Dichelachne crinita","4897_MON"
"Dichelachne crinita","C","SEH",NA,"4897","Dichelachne crinita","4897_SEH"
"Dichelachne micrantha","C","BBS",NA,"4898","Dichelachne micrantha","4898_BBS"
"Dichelachne micrantha","C","MON",NA,"4898","Dichelachne micrantha","4898_MON"
"Dichelachne micrantha","B","NSS",NA,"4898","Dichelachne micrantha","4898_NSS"
"Dichelachne micrantha","B","RIV",NA,"4898","Dichelachne micrantha","4898_RIV"
"Dichelachne micrantha","C","SEH",NA,"4898","Dichelachne micrantha","4898_SEH"
"Dichelachne rara","A","BBS",NA,"4899","Dichelachne rara","4899_BBS"
"Dichelachne rara","C","MON",NA,"4899","Dichelachne rara","4899_MON"
"Dichelachne rara","B","NSS",NA,"4899","Dichelachne rara","4899_NSS"
"Dichelachne rara","C","SEH",NA,"4899","Dichelachne rara","4899_SEH"
"Digitaria ammophila","C","BBS",NA,"4901","Digitaria ammophila","4901_BBS"
"Digitaria ammophila","C","NSS",NA,"4901","Digitaria ammophila","4901_NSS"
"Digitaria ammophila","C","RIV",NA,"4901","Digitaria ammophila","4901_RIV"
"Digitaria breviglumis","B","BBS",NA,"4902","Digitaria breviglumis","4902_BBS"
"Digitaria breviglumis","C","NSS",NA,"4902","Digitaria breviglumis","4902_NSS"
"Digitaria coenicola","C","BBS",NA,"4903","Digitaria coenicola","4903_BBS"
"Digitaria coenicola","B","RIV",NA,"4903","Digitaria coenicola","4903_RIV"
"Digitaria diffusa","B","BBS",NA,"4905","Digitaria diffusa","4905_BBS"
"Digitaria diffusa","C","NSS",NA,"4905","Digitaria diffusa","4905_NSS"
"Digitaria divaricatissima","B","BBS",NA,"4907","Digitaria divaricatissima","4907_BBS"
"Digitaria divaricatissima","C","NSS",NA,"4907","Digitaria divaricatissima","4907_NSS"
"Digitaria divaricatissima","C","RIV",NA,"4907","Digitaria divaricatissima","4907_RIV"
"Digitaria parviflora","B","BBS",NA,"4913","Digitaria parviflora","4913_BBS"
"Digitaria parviflora","C","NSS",NA,"4913","Digitaria parviflora","4913_NSS"
