speciesID,scientificNameID,class,order,family,genus,scientificName,currentScientificNameCode,currentScientificName,taxonRank,scientificNameAuthorship,primaryGrowthForm,secondaryGrowthForms
4731,4731,Flora,Flora,Poaceae,Austrostipa,Stipa spp.,AUSO,Austrostipa spp.,Species,NA,NA,NA
4733,4733,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia sp.4,8766,Acacia tessellata,Species,Tindale & Kodela,NA,NA
4734,4734,Flora,Flora,Chenopodiaceae,Sclerolaena,Sclerolaena napiformis,6371,Sclerolaena napiformis,Species,Paul G. Wilson,Chenopod,NA
4735,4735,Flora,Flora,Thymelaeaceae,Pimelea,Pimelea sp.6,9576,Pimelea ciliolaris,Species,(Threlfall) Rye,NA,NA
4736,4736,Flora,Flora,Cyperaceae,Carex,Carex raleighii,2336,Carex raleighii,Species,Nelmes,Sedge,NA
4737,4737,Flora,Flora,Smilacaceae,Smilax,Smilax spp.,SMIL,Smilax spp.,Species,NA,Vine,NA
4738,4738,Flora,Flora,Sapindaceae,Alectryon,Alectryon spp.,ALEC,Alectryon spp.,Species,NA,Shrub,Tree
4739,4739,Flora,Flora,Plantaginaceae,Veronica,Derwentia arenaria,14053,Veronica arenaria,Species,R.Br.,NA,NA
4740,4740,Flora,Flora,Gentianaceae,Gentiana,Gentiana bredboensis,7416,Gentiana bredboensis,Species,L.G. Adams,Forb,NA
4742,4742,Flora,Flora,Bignoniaceae,Pandorea,Pandorea spp.,PAND,Pandorea spp.,Species,NA,Vine,NA
4743,4743,Flora,Flora,Potamogetonaceae,Potamogeton,Potamogeton spp.,POTA,Potamogeton spp.,Species,NA,Forb,NA
4745,4745,Flora,Flora,Juncaginaceae,Triglochin,Triglochin spp.,TRIG,Triglochin spp.,Species,NA,Forb,NA
4746,4746,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia ausfeldii,3708,Acacia ausfeldii,Species,Regel,Shrub,NA
4747,4747,Flora,Flora,Convolvulaceae,Ipomoea,Ipomoea spp.,IPOM,Ipomoea spp.,Species,NA,Vine,Forb
4748,4748,Flora,Flora,Oxalidaceae,Oxalis,Oxalis thompsoniae,9292,Oxalis thompsoniae,Species,B.J.Conn & P.G.Richards,NA,NA
4753,4753,Flora,Flora,Apocynaceae,Cynanchum,Cynanchum elegans,1226,Cynanchum elegans,Species,(Benth.) Domin,Vine,Shrub
4755,4755,Flora,Flora,Poaceae,Avena,Avena spp.,AVEN,Avena spp.,Species,NA,NA,NA
4756,4756,Flora,Flora,Poaceae,Entolasia,Entolasia spp.,ENTO,Entolasia spp.,Species,NA,Tussock Grass,NA
4757,4757,Flora,Flora,Papaveraceae,Papaver,Papaver spp.,PAPA,Papaver spp.,Species,NA,NA,NA
4758,4758,Flora,Flora,Rutaceae,Asterolasia,Asterolasia hexapetala,5729,Asterolasia hexapetala,Species,(Juss.) Druce,Shrub,NA
4759,4759,Flora,Flora,Juncaceae,Juncus,Juncus spp.,JUNC,Juncus spp.,Species,NA,Rush,NA
4760,4760,Flora,Flora,Pittosporaceae,Billardiera,Billardiera spp.,BILL,Billardiera spp.,Species,NA,Vine,Shrub
4763,4763,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia murrumboensis,3812,Acacia linearifolia,Species,Maiden & Blakely,NA,NA
4764,4764,Flora,Flora,Ericaceae,Styphelia,Styphelia sp. 1,9302,Styphelia psiloclada,Species,J.M.Powell,NA,NA
4765,4765,Flora,Flora,Restionaceae,Baloskion,Restio longipes,10608,Baloskion longipes,Species,(L.A.S. Johnson & O.D. Evans) B.G. Briggs & L.A.S. Johnson,NA,NA
4766,4766,Flora,Flora,Rutaceae,Phebalium,Phebalium spp.,PHEB,Phebalium spp.,Species,NA,Shrub,Tree
4767,4767,Flora,Flora,Oleaceae,Ligustrum,Ligustrum spp.,LIGU,Ligustrum spp.,Species,NA,NA,NA
4768,4768,Flora,Flora,Asteraceae,Cirsium,Cirsium spp.,CIRS,Cirsium spp.,Species,NA,NA,NA
4769,4769,Flora,Flora,Euphorbiaceae,Excoecaria,Excoecaria spp.,EXCO,Excoecaria spp.,Species,NA,Shrub,Tree
4770,4770,Flora,Flora,Poaceae,Iseilema,Iseilema spp.,ISEI,Iseilema spp.,Species,NA,Tussock Grass,NA
4771,4771,Flora,Flora,Restionaceae,Empodisma,Empodisma minus,5532,Empodisma minus,Species,(Hook.f.) L.A.S.Johnson & D.F.Cutler,Rush,NA
4773,4773,Flora,Flora,Tiliaceae,Corchorus,Corchorus spp.,CORC,Corchorus spp.,Species,NA,Forb,Shrub
4774,4774,Flora,Flora,Sapindaceae,Mischocarpus,Mischocarpus spp.,MISC,Mischocarpus spp.,Species,NA,Tree,Shrub
4775,4775,Flora,Flora,Poaceae,Alopecurus,Alopecurus spp.,ALOP,Alopecurus spp.,Species,NA,NA,NA
4776,4776,Flora,Flora,Aizoaceae,Mesembryanthemum,Mesembryanthemum spp.,MESE,Mesembryanthemum spp.,Species,NA,NA,NA
4777,4777,Flora,Flora,Poaceae,Deyeuxia,Deyeuxia spp.,DEYE,Deyeuxia spp.,Species,NA,Tussock Grass,Forb
4778,4778,Flora,Flora,Boraginaceae,Plagiobothrys,Plagiobothrys spp.,PLAG,Plagiobothrys spp.,Species,NA,Forb,NA
4779,4779,Flora,Flora,Poaceae,Amphibromus,Amphibromus pithogastrus,4742,Amphibromus pithogastrus,Species,S.W.L.Jacobs & Lapinpuro,Tussock Grass,NA
4780,4780,Flora,Flora,Crassulaceae,Bryophyllum,Bryophyllum spp.,BRYO,Bryophyllum spp.,Species,NA,NA,NA
4781,4781,Flora,Flora,Poaceae,Urochloa,Urochloa gilesii subsp. occidentalis,6692,Urochloa gilesii subsp. occidentalis,Subspecies,R.D.Webster,NA,NA
4782,4782,Flora,Flora,Ebenaceae,Diospyros,Diospyros spp.,DIOS,Diospyros spp.,Species,NA,Shrub,Tree
4783,4783,Flora,Flora,Proteaceae,Persoonia,Persoonia mollis subsp. ledifolia,8991,Persoonia mollis subsp. ledifolia,Subspecies,(A.Cunn. ex Meisn.) S.L.Krauss & L.A.S.Johnson,Shrub,NA
4784,4784,Flora,Flora,Malaceae,Cotoneaster,Cotoneaster spp.,COTO,Cotoneaster spp.,Species,NA,NA,NA
4785,4785,Flora,Flora,Orchidaceae,Prasophyllum,Prasophyllum spp.,PRAS,Prasophyllum spp.,Species,NA,Forb,NA
4786,4786,Flora,Flora,Menispermaceae,Tinospora,Tinospora spp.,TINO,Tinospora spp.,Species,NA,Vine,NA
4788,4788,Flora,Flora,Ericaceae,Astroloma,Astroloma spp.,ASTR,Astroloma spp.,Species,NA,Heath shrub,NA
4789,4789,Flora,Flora,Asteraceae,Euchiton,Gnaphalium spp.,EUCH,Euchiton spp.,Species,NA,NA,NA
4790,4790,Flora,Flora,Asparagaceae,Myrsiphyllum,Myrsiphyllum spp.,MYRS,Myrsiphyllum spp.,Species,NA,NA,NA
4791,4791,Flora,Flora,Rhamnaceae,Alphitonia,Alphitonia spp.,ALPH,Alphitonia spp.,Species,NA,Tree,Shrub
4793,4793,Flora,Flora,Rutaceae,Correa,Correa spp.,CORR,Correa spp.,Species,NA,Shrub,Tree
4796,4796,Flora,Flora,Passifloraceae,Passiflora,Passiflora spp.,PASS,Passiflora spp.,Species,NA,Vine,NA
4797,4797,Flora,Flora,Asteraceae,Brachyscome,Brachycome gracilis,6542,Brachyscome gracilis,Species,G.L.Davis,NA,NA
4798,4798,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus pulverulenta,4163,Eucalyptus pulverulenta,Species,Sims,Shrub,Mallee tree; Tree
4799,4799,Flora,Flora,Fabaceae (Faboideae),Vigna,Vigna spp.,VIGN,Vigna spp.,Species,NA,Vine,Shrub
4800,4800,Flora,Flora,Euphorbiaceae,Fontainea,Fontainea spp.,FONT,Fontainea spp.,Species,NA,Shrub,Tree
4801,4801,Flora,Flora,Amaranthaceae,Amaranthus,Amaranthus spp.,AMAR,Amaranthus spp.,Species,NA,Forb,NA
4803,4803,Flora,Flora,Fabaceae (Faboideae),Vicia,Vicia spp.,VICI,Vicia spp.,Species,NA,NA,NA
4804,4804,Flora,Flora,Chenopodiaceae,Maireana,Maireana cheelii,2124,Maireana cheelii,Species,(R. Anderson) Paul G. Wilson,Chenopod,NA
4805,4805,Flora,Flora,Fabaceae (Faboideae),Dillwynia,Dillwynia juniperina,8734,Dillwynia sieberi,Species,Steud.,NA,NA
4807,4807,Flora,Flora,Poaceae,Aira,Aira spp.,AIRA,Aira spp.,Species,NA,NA,NA
4808,4808,Flora,Flora,Myrtaceae,Kunzea,Kunzea spp.,KUNZ,Kunzea spp.,Species,NA,Shrub,Tree
4811,4811,Flora,Flora,Proteaceae,Alloxylon,Alloxylon pinnatum,8657,Alloxylon pinnatum,Species,(Maiden & Betche) P.H.Weston & Crisp,Tree,NA
4816,4816,Flora,Flora,Chenopodiaceae,Chenopodium,Chenopodium spp.,CHEN,Chenopodium spp.,Species,NA,Chenopod,Forb
4817,4817,Flora,Flora,Euphorbiaceae,Pseudanthus,Pseudanthus spp.,PSEU,Pseudanthus spp.,Species,NA,Shrub,Heath shrub; Forb
4818,4818,Flora,Flora,Orchidaceae,Sarcochilus,Sarcochilus dilatatus,4581,Sarcochilus dilatatus,Species,F. Muell.,Epiphyte,Forb
4819,4819,Flora,Flora,Poaceae,Deyeuxia,Deyeuxia affinis,4873,Deyeuxia affinis,Species,Max Gray,Tussock Grass,NA
4822,4822,Flora,Flora,Rutaceae,Boronia,Boronia spp.,BORO,Boronia spp.,Species,NA,Shrub,Forb; Tree
4825,4825,Flora,Flora,Euphorbiaceae,Bertya,Bertya spp.,BERT,Bertya spp.,Species,NA,Shrub,Tree
4826,4826,Flora,Flora,Solanaceae,Solanum,Solanum spp.,SOLA,Solanum spp.,Species,NA,Forb,Shrub
4827,4827,Flora,Flora,Rutaceae,Zieria,Zieria sp. 6,9530,Zieria tuberculata,Species,J.A. Armstrong,NA,NA
4828,4828,Flora,Flora,Rutaceae,Bosistoa,Bosistoa spp.,BOSI,Bosistoa spp.,Species,NA,Tree,Shrub
4831,4831,Flora,Flora,Plantaginaceae,Plantago,Plantago cladarophylla,4688,Plantago cladarophylla,Species,B.G.Briggs et al.,Forb,NA
4832,4832,Flora,Flora,Caryophyllaceae,Lychnis,Lychnis spp.,LYCH,Lychnis spp.,Species,NA,NA,NA
4835,4835,Flora,Flora,Poaceae,Sorghum,Sorghum bicolor subsp. bicolor,5171,Sorghum bicolor,Species,(L.) Moench,NA,NA
4836,4836,Flora,Flora,Orchidaceae,Diuris,Diuris venosa,4458,Diuris venosa,Species,Rupp,Forb,NA
4838,4838,Flora,Flora,Asteraceae,Stuartina,Stuartina spp.,STUA,Stuartina spp.,Species,NA,Forb,NA
4840,4840,Flora,Flora,Brassicaceae,Cuphonotus,Cuphonotus spp.,CUPH,Cuphonotus spp.,Species,NA,Forb,NA
4843,4843,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona recta,3056,Swainsona recta,Species,A. Lee,Forb,NA
4844,4844,Flora,Flora,Proteaceae,Floydia,Floydia praealta,5354,Floydia praealta,Species,(F. Muell.) L. Johnson & B. Briggs,Tree,NA
4847,4847,Flora,Flora,Euphorbiaceae,Micrantheum,Micrantheum spp.,MICR,Micrantheum spp.,Species,NA,Heath shrub,Shrub
4851,4851,Flora,Flora,Proteaceae,Hakea,Hakea species 2,10802,Hakea dohertyi,Species,Haegi,NA,NA
4854,4854,Flora,Flora,Surianaceae,Cadellia,Cadellia pentastylis,6161,Cadellia pentastylis,Species,F. Muell.,Tree,NA
4857,4857,Flora,Flora,Frankeniaceae,Frankenia,Frankenia spp.,FRAN,Frankenia spp.,Species,NA,Forb,Shrub
4858,4858,Flora,Flora,Santalaceae,Santalum,Santalum spp.,SANT,Santalum spp.,Species,NA,Shrub,Tree
4859,4859,Flora,Flora,Malvaceae,Abelmoschus,Abelmoschus spp.,ABEL,Abelmoschus spp.,Species,NA,NA,NA
4860,4860,Flora,Flora,Caryophyllaceae,Colobanthus,Colobanthus pulvinatus,1965,Colobanthus pulvinatus,Species,F.Muell.,Forb,NA
4861,4861,Flora,Flora,Orchidaceae,Bulbophyllum,Bulbophyllum globuliforme,4364,Bulbophyllum globuliforme,Species,Nicholls,NA,NA
4867,4867,Flora,Flora,Orchidaceae,Bulbophyllum,Bulbophyllum weinthalii,4367,Bulbophyllum weinthalii,Species,R.S.Rogers,Epiphyte,Forb
4868,4868,Flora,Flora,Chenopodiaceae,Tecticornia,Sclerostegia spp.,TECT,Tecticornia spp.,Species,Hook.f.,NA,NA
4869,4869,Flora,Flora,Acanthaceae,Xerothamnella,Xerothamnella parvifolia,1013,Xerothamnella parvifolia,Species,C. White,Shrub,Heath shrub
4870,4870,Flora,Flora,Salicaceae,Salix,Salix spp.,SALI,Salix spp.,Species,NA,NA,NA
4871,4871,Flora,Flora,Convolvulaceae,Wilsonia,Wilsonia spp.,WILS,Wilsonia spp.,Species,NA,Forb,Shrub
4873,4873,Flora,Flora,Poaceae,Agrostis,Agrostis spp.,AGRO,Agrostis spp.,Species,NA,Tussock Grass,NA
4875,4875,Flora,Flora,Caryophyllaceae,Colobanthus,Colobanthus spp.,COLO,Colobanthus spp.,Species,NA,Forb,NA
4876,4876,Flora,Flora,Fabaceae (Faboideae),Kennedia,Kennedia retrorsa,2897,Kennedia retrorsa,Species,Hemsley,Vine,Forb
4878,4878,Flora,Flora,Ulmaceae,Celtis,Celtis spp.,CELT,Celtis spp.,Species,NA,Tree,NA
4879,4879,Flora,Flora,Asteraceae,Rutidosis,Rutidosis leiolepis,1644,Rutidosis leiolepis,Species,F. Muell.,Forb,NA
4880,4880,Flora,Flora,Poaceae,Eleusine,Eleusine spp.,ELEU,Eleusine spp.,Species,NA,NA,NA
4884,4884,Flora,Flora,Rutaceae,Zieria,Zieria spp.,ZIER,Zieria spp.,Species,NA,Shrub,Tree
4886,4886,Flora,Flora,Scrophulariaceae,Kickxia,Kickxia spp.,KICK,Kickxia spp.,Species,NA,NA,NA
4887,4887,Flora,Flora,Asteraceae,Tragopogon,Tragopogon spp.,TRAG,Tragopogon spp.,Species,NA,NA,NA
4888,4888,Flora,Flora,Caryophyllaceae,Saponaria,Saponaria spp.,SAPO,Saponaria spp.,Species,NA,NA,NA
4894,4894,Flora,Flora,Myrtaceae,Lophostemon,Lophostemon confertus,4242,Lophostemon confertus,Species,(R.Br.) Peter G.Wilson & J.T.Waterh.,Tree,NA
4897,4897,Flora,Flora,Fabaceae (Faboideae),Mirbelia,Mirbelia spp.,MIRB,Mirbelia spp.,Species,NA,Shrub,Forb; Heath shrub
4899,4899,Flora,Flora,Proteaceae,Macadamia,Macadamia tetraphylla,5446,Macadamia tetraphylla,Species,L. Johnson,Tree,NA
4901,4901,Flora,Flora,Fabaceae (Faboideae),Swainsona,Swainsona spp.,SWAI,Swainsona spp.,Species,NA,Forb,Shrub; Vine
4902,4902,Flora,Flora,Orchidaceae,Oberonia,Oberonia spp.,OBER,Oberonia spp.,Species,NA,Epiphyte,Forb
4905,4905,Flora,Flora,Myrtaceae,Backhousia,Backhousia spp.,BACK,Backhousia spp.,Species,NA,Shrub,Tree
4909,4909,Flora,Flora,Orobanchaceae,Euphrasia,Euphrasia sp.1,10222,Euphrasia ruptura,Species,W.R. Barker,NA,NA
4910,4910,Flora,Flora,Dryopteridaceae,Lastreopsis,Lastreopsis spp.,LAST,Lastreopsis spp.,Species,NA,Fern and fern allies,NA
4911,4911,Flora,Flora,Cucurbitaceae,Cucumis,Cucumis spp.,CUCU,Cucumis spp.,Species,NA,Vine,Forb
4912,4912,Flora,Flora,Sapotaceae,Niemeyera,Amorphospermum whitei,11957,Niemeyera whitei,Species,(Aubrev.) Jessup,NA,NA
4915,4915,Flora,Flora,Poaceae,Cenchrus,Cenchrus spp.,CENC,Cenchrus spp.,Species,NA,Tussock Grass,NA
4916,4916,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia phasmoides,3851,Acacia phasmoides,Species,J.H. Willis,Shrub,Tree
4918,4918,Flora,Flora,Moraceae,Ficus,Ficus spp.,FICU,Ficus spp.,Species,NA,Tree,Shrub
4921,4921,Flora,Flora,Poaceae,Paspalum,Paspalum wettsteinii,12421,Paspalum mandiocanum,Species,Trin.,NA,NA
4922,4922,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus apiculata,4043,Eucalyptus apiculata,Species,R.T.Baker & H.G.Sm.,Mallee tree,NA
4926,4926,Flora,Flora,Asteraceae,Millotia,Millotia spp.,MILL,Millotia spp.,Species,NA,Forb,NA
4927,4927,Flora,Flora,Fabaceae (Faboideae),Sophora,Sophora spp.,SOPH,Sophora spp.,Species,NA,Tree,Shrub
4928,4928,Flora,Flora,Asteraceae,Ammobium,Ammobium craspedioides,1264,Ammobium craspedioides,Species,Benth.,Forb,NA
4929,4929,Flora,Flora,Orchidaceae,Caleana,Caleana spp.,CALE,Caleana spp.,Species,NA,Forb,NA
4931,4931,Flora,Flora,Solanaceae,Lycium,Lycium spp.,LYCI,Lycium spp.,Species,NA,Shrub,NA
4932,4932,Flora,Flora,Orchidaceae,Dipodium,Dipodium spp.,DIPO,Dipodium spp.,Species,NA,Forb,NA
4935,4935,Flora,Flora,Rhamnaceae,Discaria,Discaria spp.,DISC,Discaria spp.,Species,NA,Shrub,NA
4937,4937,Flora,Flora,Orchidaceae,Cymbidium,Cymbidium spp.,CYMB,Cymbidium spp.,Species,NA,Epiphyte,Forb
4938,4938,Flora,Flora,Cyperaceae,Schoenoplectus,Schoenoplectus spp.,SCHO,Schoenoplectus spp.,Species,NA,Sedge,NA
4939,4939,Flora,Flora,Zingiberaceae,Alpinia,Alpinia spp.,ALPI,Alpinia spp.,Species,NA,Forb,NA
4940,4940,Flora,Flora,Fabaceae (Faboideae),Daviesia,Daviesia sp. ( Wadbilliga NP - Deua NP ),7947,Daviesia suaveolens,Species,Crisp,NA,NA
4941,4941,Flora,Flora,Gleicheniaceae,Sticherus,Sticherus spp.,STIC,Sticherus spp.,Species,NA,Fern and fern allies,NA
4942,4942,Flora,Flora,Lemnaceae,Lemna,Lemna spp.,LEMN,Lemna spp.,Species,NA,Forb,NA
4944,4944,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus spp.,EUCA,Eucalyptus spp.,Species,NA,Tree,Mallee tree; Mallee shrub; Shrub
4947,4947,Flora,Flora,Cunoniaceae,Davidsonia,Davidsonia spp.,DAVI,Davidsonia spp.,Species,NA,Tree,NA
4948,4948,Flora,Flora,Cupressaceae,Callitris,Callitris oblonga,2283,Callitris oblonga,Species,A. Rich. & Rich.,Tree,Shrub
4950,4950,Flora,Flora,Simaroubaceae,Quassia,Quassia spp.,QUAS,Quassia spp.,Species,NA,Shrub,Tree
4951,4951,Flora,Flora,Alismataceae,Sagittaria,Sagittaria spp.,SAGI,Sagittaria spp.,Species,NA,NA,NA
4952,4952,Flora,Flora,Aizoaceae,Lampranthus,Lampranthus spp.,LAMP,Lampranthus spp.,Species,NA,NA,NA
4953,4953,Flora,Flora,Haloragaceae,Myriophyllum,Myriophyllum spp.,MYRI,Myriophyllum spp.,Species,NA,Forb,NA
4954,4954,Flora,Flora,Rutaceae,Leionema,Phebalium carruthersii,10725,Leionema carruthersii,Species,(F.Muell.) Paul G.Wilson,NA,NA
4957,4957,Flora,Flora,Asteraceae,Ozothamnus,Ozothamnus tuckeri,8916,Ozothamnus tuckeri,Species,(F.Muell. ex J.H.Willis) Anderb.,Shrub,Heath shrub
4958,4958,Flora,Flora,Typhaceae,Typha,Typha spp.,TYPH,Typha spp.,Species,NA,Rush,NA
4959,4959,Flora,Flora,Viscaceae,Korthasella,Korthasella spp.,KORT,Korthasella spp.,Species,NA,NA,NA
4962,4962,Flora,Flora,Fabaceae (Faboideae),Pultenaea,Pultenaea campbellii,11810,Pultenaea setulosa,Species,Benth.,NA,NA
4963,4963,Flora,Flora,Asteraceae,Acanthocladium,Acanthocladium dockeri,1247,Acanthocladium dockeri,Species,F. Muell.,Shrub,NA
4964,4964,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia bynoeana,3728,Acacia bynoeana,Species,Benth.,Shrub,NA
4965,4965,Flora,Flora,Cactaceae,Opuntia,Opuntia spp.,OPUN,Opuntia spp.,Species,NA,NA,NA
4967,4967,Flora,Flora,Poaceae,Cortaderia,Cortaderia spp.,CORT,Cortaderia spp.,Species,NA,NA,NA
4968,4968,Flora,Flora,Malvaceae,Hibiscus,Hibiscus spp.,HIBI,Hibiscus spp.,Species,NA,Forb,Shrub; Tree
4970,4970,Flora,Flora,Goodeniaceae,Dampiera,Dampiera spp.,DAMP,Dampiera spp.,Species,NA,Forb,Shrub
4971,4971,Flora,Flora,Rutaceae,Philotheca,Philotheca spp.,PHIL,Philotheca spp.,Species,NA,Shrub,Tree
4975,4975,Flora,Flora,Poaceae,Dactyloctenium,Dactyloctenium spp.,DACT,Dactyloctenium spp.,Species,NA,Tussock Grass,NA
4976,4976,Flora,Flora,Myrtaceae,Lophostemon,Lophostemon suaveolens,4243,Lophostemon suaveolens,Species,(Sol. ex Gaertn.) Peter G.Wilson & J.T.Waterh.,Tree,NA
4977,4977,Flora,Flora,Malvaceae,Sida,Sida spp.,SIDA,Sida spp.,Species,NA,Forb,Shrub
4978,4978,Flora,Flora,Oleaceae,Jasminum,Jasminum spp.,JASM,Jasminum spp.,Species,NA,Vine,Shrub; Forb
4980,4980,Flora,Flora,Asteraceae,Rutidosis,Rutidosis heterogama,1643,Rutidosis heterogama,Species,Philipson,Forb,NA
4981,4981,Flora,Flora,Cyperaceae,Gahnia,Gahnia spp.,GAHN,Gahnia spp.,Species,NA,Sedge,NA
4983,4983,Flora,Flora,Rutaceae,Crowea,Crowea spp.,CROW,Crowea spp.,Species,NA,Shrub,NA
4984,4984,Flora,Flora,Amaranthaceae,Alternanthera,Alternanthera spp.,ALTE,Alternanthera spp.,Species,NA,Forb,NA
4986,4986,Flora,Flora,Orchidaceae,Genoplesium,Genoplesium spp.,GENO,Genoplesium spp.,Species,NA,Forb,NA
4987,4987,Flora,Flora,Asteraceae,Olearia,Olearia spp.,OLEA,Olearia spp.,Species,Moench,Shrub,Tree; Forb
4989,4989,Flora,Flora,Asteraceae,Blumea,Blumea spp.,BLUM,Blumea spp.,Species,NA,Forb,NA
4991,4991,Flora,Flora,Myrtaceae,Eucalyptus,Eucalyptus nicholii,4134,Eucalyptus nicholii,Species,Maiden & Blakely,Tree,NA
4995,4995,Flora,Flora,Gyrostemonaceae,Codonocarpus,Codonocarpus spp.,CODO,Codonocarpus spp.,Species,NA,Tree,Shrub
4996,4996,Flora,Flora,Fumariaceae,Fumaria,Fumaria spp.,FUMA,Fumaria spp.,Species,NA,NA,NA
4998,4998,Flora,Flora,Apiaceae,Gingidia,Gingidia montana,14743,Gingidia rupicola,Species,I. Telford & J.J. Bruhl,NA,NA
4999,4999,Flora,Flora,Ranunculaceae,Clematis,Clematis fawcettii,5494,Clematis fawcettii,Species,F. Muell.,Vine,NA
5004,5004,Flora,Flora,Apocynaceae,Marsdenia,Marsdenia spp.,MARS,Marsdenia spp.,Species,NA,Vine,Shrub
5005,5005,Flora,Flora,Rutaceae,Zieria,Zieria sp.7,9492,Zieria formosa,Species,J.D. Briggs & J.A. Armstr.,NA,NA
5008,5008,Flora,Flora,Apocynaceae,Tylophora,Tylophora spp.,TYLO,Tylophora spp.,Species,NA,Vine,NA
5009,5009,Flora,Flora,Lamiaceae,Plectranthus,Plectranthus spp.,PLEC,Plectranthus spp.,Species,NA,Forb,Shrub
5011,5011,Flora,Flora,Poaceae,Ancistrachne,Ancistrachne maidenii,4746,Ancistrachne maidenii,Species,(A.A. Ham.) Vickery,Tussock Grass,Other Grass
5012,5012,Flora,Flora,Poaceae,Deyeuxia,Deyeuxia microseta,4887,Deyeuxia microseta,Species,Vickery,Tussock Grass,NA
5014,5014,Flora,Flora,Lauraceae,Endiandra,Endiandra sp.1,8948,Endiandra floydii,Species,B. Hyland,NA,NA
5015,5015,Flora,Flora,Cyperaceae,Cyperus,Cyperus spp.,CYPE,Cyperus spp.,Species,NA,Sedge,NA
5016,5016,Flora,Flora,Malvaceae,Commersonia,Rulingia spp.,COMR,Commersonia spp.,Species,NA,NA,NA
5022,5022,Flora,Flora,Loranthaceae,Muellerina,Muellerina spp.,MUEL,Muellerina spp.,Species,NA,Epiphyte,NA
5026,5026,Flora,Flora,Euphorbiaceae,Homalanthus,Omalanthus spp.,13761,Homalanthus spp.,Species,A.Juss.,NA,NA
5028,5028,Flora,Flora,Rutaceae,Zieria,Zieria sp.8,9487,Zieria adenodonta,Species,(F. Muell.) J.A. Armstrong,NA,NA
5030,5030,Flora,Flora,Poaceae,Panicum,Panicum spp.,PANI,Panicum spp.,Species,NA,Tussock Grass,Other Grass
5031,5031,Flora,Flora,Asteraceae,Epaltes,Epaltes spp.,EPAL,Epaltes spp.,Species,NA,Forb,Shrub
5034,5034,Flora,Flora,Rosaceae,Potentilla,Potentilla spp.,POTE,Potentilla spp.,Species,NA,NA,NA
5035,5035,Flora,Flora,Lauraceae,Beilschmiedia,Beilschmiedia spp.,BEIL,Beilschmiedia spp.,Species,NA,Tree,NA
5036,5036,Flora,Flora,Cyperaceae,Eleocharis,Eleocharis obicis,2416,Eleocharis obicis,Species,L.A.S. Johnson & O.D. Evans,Sedge,NA
5038,5038,Flora,Flora,Apiaceae,Daucus,Daucus spp.,DAUC,Daucus spp.,Species,NA,Forb,NA
5039,5039,Flora,Flora,Caryophyllaceae,Stellaria,Stellaria spp.,STEL,Stellaria spp.,Species,NA,Forb,NA
5040,5040,Flora,Flora,Fabaceae (Faboideae),Lupinus,Lupinus spp.,LUPI,Lupinus spp.,Species,NA,NA,NA
5041,5041,Flora,Flora,Nyctaginaceae,Boerhavia,Boerhavia spp.,BOER,Boerhavia spp.,Species,NA,Forb,NA
5042,5042,Flora,Flora,Sparganiaceae,Sparganium,Sparganium spp.,SPAR,Sparganium spp.,Species,NA,Rush,NA
5044,5044,Flora,Flora,Fabaceae (Mimosoideae),Acacia,Acacia rhigiophylla,3866,Acacia rhigiophylla,Species,F.Muell. ex Benth.,Shrub,NA
5046,5046,Flora,Flora,Rubiaceae,Psychotria,Psychotria spp.,PSYC,Psychotria spp.,Species,NA,Shrub,Tree
5047,5047,Flora,Flora,Rubiaceae,Richardia,Richardia spp.,RICH,Richardia spp.,Species,NA,NA,NA
5048,5048,Flora,Flora,Fabaceae (Faboideae),Tephrosia,Tephrosia filipes,8857,Tephrosia filipes,Species,Benth.,Forb,Shrub
5049,5049,Flora,Flora,Poaceae,Cortaderia,Cortaderia selloana,4839,Cortaderia selloana,Species,(Schult. & Schult.f.) Asch. & Graebn.,NA,NA
5050,5050,Flora,Flora,Fabaceae (Faboideae),Templetonia,Templetonia spp.,TEMP,Templetonia spp.,Species,NA,Forb,Shrub
5051,5051,Flora,Flora,Fabaceae (Faboideae),Dillwynia,Dillwynia sp. ( Gibralter Range ),12302,Dillwynia rupestris,Species,Jobson & P.H.Weston,NA,NA
5052,5052,Flora,Flora,Asteraceae,Wedelia,Wedelia spp.,WEDE,Wedelia spp.,Species,NA,Forb,NA
5053,5053,Flora,Flora,Rutaceae,Zieria,Zieria sp.3,9493,Zieria ingramii,Species,J.A. Armstrong,NA,NA
5054,5054,Flora,Flora,Monimiaceae,Daphnandra,Daphnandra spp.,DAPH,Daphnandra spp.,Species,NA,Tree,NA
5056,5056,Flora,Flora,Chenopodiaceae,Einadia,Einadia spp.,EINA,Einadia spp.,Species,NA,Forb,NA
5057,5057,Flora,Flora,Goodeniaceae,Velleia,Velleia spp.,VELL,Velleia spp.,Species,NA,Forb,NA
